product_id,customer_id,date,value
41,21,9/30/2020,1121.93
29,21,6/17/2018,1573.88
25,21,9/4/2018,1444.98
48,21,10/2/2020,652.9
15,21,1/3/2019,1545.08
39,21,2/17/2020,2319.65
8,21,8/25/2020,1034.44
47,21,3/5/2018,586.91
45,22,11/5/2020,1042.94
16,22,12/17/2020,2152.01
33,22,4/23/2018,596.94
41,22,10/9/2020,2423.4
15,22,2/8/2020,2496.94
34,22,11/4/2018,688.06
39,22,8/13/2018,93.41
46,22,1/13/2021,2246.35
43,22,6/14/2018,675.21
44,22,6/11/2018,1674.77
13,22,6/4/2019,559.31
18,22,1/27/2021,104.08
31,22,4/8/2018,1380.45
5,22,3/9/2018,2129.24
18,22,8/3/2020,194.07
12,23,8/2/2018,373.93
43,23,9/16/2019,1613.47
28,23,5/2/2020,1829.57
23,23,12/29/2018,1217.59
48,23,11/3/2020,2136.64
32,23,1/2/2018,990.79
23,23,9/5/2019,2422.98
42,24,7/30/2019,631.68
39,24,12/19/2018,1258.97
1,24,11/19/2020,2332.62
21,24,5/2/2018,1600.27
3,24,9/18/2018,596.46
47,24,1/6/2021,355.54
37,24,5/8/2020,1965.52
33,24,3/27/2018,1495.9
14,24,1/24/2020,629.41
28,24,6/20/2018,706.54
6,24,7/7/2018,193.24
32,24,12/21/2018,2163.74
35,24,3/30/2019,2081.51
16,24,5/28/2020,1673.93
19,24,6/7/2018,2325.63
12,24,4/13/2020,961.52
7,25,6/22/2018,917.53
8,25,10/8/2019,1447.14
8,25,4/6/2019,784.44
33,25,11/8/2020,262.67
50,25,2/3/2019,144.62
40,25,6/28/2020,1853.46
13,25,6/19/2019,2301.77
33,25,2/5/2021,2348.6
30,25,8/17/2019,164.08
37,25,1/24/2019,2440.73
3,25,7/3/2018,721.16
47,25,9/8/2019,2231.1
31,25,6/16/2019,324.39
21,25,6/12/2019,68.39
7,25,12/5/2019,242.15
40,25,12/21/2020,1786.79
41,26,4/15/2019,946.79
36,26,1/25/2021,2041.54
38,26,2/21/2019,1000.71
25,26,9/5/2020,823.53
29,26,4/13/2019,1386.29
40,26,11/12/2018,1402.63
47,26,5/2/2018,1417.87
34,26,7/4/2019,308.72
18,26,2/25/2020,831.08
46,26,11/11/2018,1124.25
2,26,12/2/2019,1012.94
7,26,3/31/2018,1911.84
31,27,12/12/2020,959.65
40,27,1/24/2020,583.91
13,27,3/7/2018,123.43
6,27,12/25/2019,990.98
25,27,6/3/2019,2323.6
13,27,8/28/2020,1106.15
48,27,6/11/2018,122.91
36,27,8/20/2018,1879.36
35,27,9/12/2018,2244.92
42,27,12/19/2018,816.52
24,27,12/14/2020,2010.86
46,27,10/12/2020,1976.2
30,27,10/7/2018,163.68
7,27,2/23/2020,856.11
50,27,6/11/2020,2181.99
9,27,5/6/2020,2151.41
35,27,4/28/2018,1792.27
25,27,11/1/2019,987.43
15,27,1/11/2021,2309.79
50,28,5/27/2018,948.52
23,28,1/29/2018,57.61
30,28,9/29/2019,1873.82
18,28,2/10/2021,1352.43
28,28,5/21/2019,686.72
32,28,11/9/2019,123.81
10,28,11/1/2019,228.34
34,28,10/22/2018,1871.57
18,28,1/2/2021,1197.86
24,28,1/21/2018,1090.31
24,28,9/30/2019,148.45
28,28,2/6/2021,1662.41
19,28,1/3/2021,1302.52
47,28,3/1/2020,1030.22
12,28,9/28/2018,1613.84
2,29,2/6/2018,1283.69
48,29,12/26/2020,1108.28
6,29,1/28/2020,1360.38
47,29,10/28/2018,1060.79
24,29,1/26/2020,957.37
24,29,1/6/2021,2396.78
47,29,2/1/2019,724.25
8,29,12/23/2020,1628.67
35,29,1/25/2020,508.47
35,29,4/8/2020,1775.73
33,29,6/30/2020,996.61
2,29,1/20/2019,1906.76
12,29,5/31/2018,956.81
31,29,5/21/2019,1481.7
45,29,6/25/2018,1732.69
49,29,7/16/2019,557.5
49,30,2/18/2019,1997.2
25,30,8/29/2019,420
38,30,3/22/2020,1141.13
30,30,7/17/2019,557.52
50,30,5/11/2018,1290.98
6,30,2/7/2020,1655.61
7,30,2/25/2018,1097.27
37,30,11/20/2020,1882.1
30,30,3/4/2020,928.71
43,30,1/20/2021,46.69
19,30,6/25/2018,2310.34
22,30,11/4/2019,1313.1
7,30,11/21/2020,1700.45
35,30,5/23/2020,1579.52
42,30,4/3/2020,2388.73
14,30,5/25/2019,1542.82
5,30,6/24/2018,404.66
39,30,9/12/2019,1127.97
21,31,4/24/2020,1450.24
24,31,2/19/2019,783.04
24,31,11/19/2019,430.02
13,31,8/30/2019,1600.34
48,31,10/17/2018,1632.15
29,31,8/6/2018,406.36
27,31,9/4/2020,396.32
30,31,9/29/2018,438.24
39,31,10/14/2019,1025.51
44,31,7/9/2020,974.33
2,31,7/2/2019,1969.87
30,32,11/9/2020,164.05
24,32,10/15/2020,42.45
21,32,8/1/2019,2408.84
26,32,9/7/2018,1104.34
49,32,7/20/2020,561.56
46,32,8/31/2019,1593.65
6,32,2/8/2021,1124.51
45,32,4/11/2020,1189.64
3,32,9/25/2020,812.57
5,33,10/18/2018,405.09
25,33,9/16/2020,2175.56
31,33,12/1/2020,804.61
30,33,2/4/2021,1515.55
35,33,3/4/2019,518.23
42,33,2/17/2019,220.1
6,33,12/14/2020,2343.84
11,33,8/2/2018,231.09
23,33,4/2/2018,1240.77
47,33,9/17/2020,2274.28
45,33,4/19/2018,371.42
39,33,7/1/2019,937
13,33,12/9/2018,1788.55
28,33,12/9/2020,476.5
14,33,6/18/2019,247.26
6,33,6/4/2020,894.1
38,33,3/28/2019,2472.05
22,33,12/23/2018,2356.43
5,33,1/25/2018,2011.34
9,33,3/22/2020,2202.13
28,33,3/12/2019,800.94
43,33,4/29/2019,1206.06
1,33,9/27/2018,879.54
10,34,11/12/2020,182.77
17,34,8/11/2019,1847.01
47,34,11/30/2018,1301.69
35,34,4/4/2018,1173.77
45,34,3/18/2020,2266.16
28,34,2/20/2020,1965.45
21,34,11/17/2020,1527.08
47,34,2/25/2020,1401.77
28,34,5/10/2020,572.92
25,35,3/26/2019,1850.55
26,35,7/10/2020,1803.9
38,35,11/29/2018,694.85
13,35,7/2/2019,960.61
30,35,5/17/2019,1793.61
23,35,3/7/2020,593.81
10,35,9/20/2018,1281.15
28,35,3/18/2018,2049.13
37,35,8/27/2019,2439.2
26,35,10/26/2018,1471.25
2,35,4/15/2019,362.91
12,36,10/1/2018,1793.78
30,36,5/15/2018,1976.14
31,36,3/3/2019,1272.23
12,36,3/7/2018,536.95
7,36,4/17/2019,463.19
16,36,2/5/2018,2153.12
29,36,3/28/2018,1995.47
49,36,5/24/2018,1873.94
28,36,11/4/2018,1260.2
44,36,9/9/2019,2413.57
29,36,8/17/2019,1880.08
39,36,5/1/2020,2144.62
37,36,9/26/2019,1534.62
48,36,10/30/2020,1155.18
45,36,12/23/2020,1678.56
43,36,7/12/2019,2035.31
17,36,3/3/2020,358.21
50,36,5/21/2018,694.05
10,37,11/7/2018,1804.26
27,37,10/1/2019,1514.66
31,37,12/10/2019,1724.68
28,37,7/8/2018,2211.45
39,37,7/17/2019,2163.08
7,37,1/5/2021,561.06
24,37,8/19/2018,714.64
44,37,4/22/2018,2222.72
12,37,2/24/2020,1924.53
34,37,5/10/2018,2088.12
6,37,2/11/2021,1051.61
24,37,12/21/2018,1488.61
1,37,3/15/2018,1094.62
33,37,12/16/2018,1108.71
5,37,11/5/2019,398.57
3,38,12/11/2019,2189.93
4,38,1/28/2018,1414.54
34,38,2/24/2019,1157.97
37,38,11/11/2020,401.93
27,38,4/18/2020,393.64
23,38,9/24/2018,2212.38
6,38,12/10/2018,2014.49
19,38,7/23/2018,626.91
9,38,2/11/2019,2085.31
25,38,3/14/2019,1338.16
32,38,8/26/2020,144.62
1,38,10/25/2018,2227.91
20,38,8/25/2019,1257.11
40,38,2/14/2018,384.48
12,38,4/15/2018,1120.37
8,38,5/2/2019,698.9
30,38,3/11/2018,1076.53
49,38,7/31/2018,165.14
35,38,3/29/2020,2323.82
13,38,1/31/2021,2170.79
35,39,4/3/2020,630.62
35,39,5/21/2018,138.7
41,39,2/28/2019,1083.34
49,39,4/29/2019,2215.04
40,39,2/11/2021,2205.35
50,39,7/11/2020,407.77
42,39,9/3/2018,1426.88
44,39,12/19/2020,153.94
16,39,6/17/2020,1964.23
6,39,1/5/2021,2462.65
31,39,5/23/2018,2135.18
45,39,6/28/2018,1371.05
46,39,12/14/2020,1535.21
26,39,11/9/2019,1174.61
14,39,5/3/2018,1921.84
11,39,1/31/2019,1357.92
3,39,10/20/2018,1097.5
49,39,8/15/2018,2350.8
22,39,9/16/2019,2091.43
17,39,12/17/2018,155.74
45,39,12/9/2020,2490.74
6,39,10/19/2020,2158.54
28,39,6/19/2019,2309.1
46,40,6/21/2020,824.78
43,40,7/21/2018,1325.82
8,40,11/7/2018,49.59
32,40,1/23/2018,589.99
24,40,10/9/2020,704.11
13,40,11/18/2020,1611.63
7,40,9/6/2018,921.61
9,40,2/13/2018,1353.01
14,40,11/29/2019,1942.6
48,40,2/21/2020,1231.52
40,40,1/25/2021,1168.78
33,40,7/3/2020,731.98
43,41,9/27/2019,1085.14
7,41,4/4/2018,559.53
39,41,10/8/2019,1349.82
6,41,5/29/2018,1580.07
36,41,11/29/2018,954.73
34,41,5/17/2020,2021.34
49,41,7/24/2019,1294.77
16,41,5/27/2020,92.95
30,41,4/28/2018,728.92
12,41,11/14/2018,2311.23
37,41,3/23/2020,877.06
46,41,1/22/2019,625.57
25,41,8/9/2019,772.42
13,41,2/3/2019,473
2,41,12/8/2020,2487.01
36,42,10/31/2019,163.19
26,42,9/14/2019,2208.27
30,42,8/26/2020,2492.36
42,42,7/15/2019,224.43
38,42,6/24/2018,2035.81
41,42,12/23/2019,1213.2
4,42,8/19/2018,379
44,42,6/11/2020,1009.57
33,42,5/19/2018,1293.52
11,42,7/12/2019,2039.61
6,42,8/20/2018,1601.56
8,42,7/2/2020,2412.09
38,42,3/11/2019,2201.5
12,42,4/23/2020,1057.3
17,42,2/12/2018,1338.94
4,42,4/22/2018,577.93
40,42,3/22/2018,1731.2
20,43,2/6/2021,2110.05
42,43,10/11/2019,860.23
11,43,10/13/2019,378.16
31,43,5/20/2020,1956.74
16,43,1/17/2020,695.1
5,43,12/1/2018,1741
24,43,4/21/2018,1102.37
50,43,5/11/2018,1979.87
36,43,11/16/2018,1901.25
30,43,12/31/2019,942.16
17,43,1/12/2021,1749.02
13,43,12/26/2020,149.02
48,43,9/21/2020,1961.27
41,43,3/12/2020,773.23
5,43,10/20/2020,1567.97
14,44,5/7/2019,1750.36
13,44,9/6/2018,1689.01
4,44,11/21/2020,1961.71
43,44,1/8/2020,1175.1
24,44,1/5/2020,1956.6
23,44,11/7/2018,1623.85
19,44,11/17/2020,466.63
47,44,5/7/2018,401.56
3,44,11/8/2020,1366.69
40,44,10/6/2018,1755.75
35,44,8/23/2020,2067.4
4,44,1/4/2019,1233.62
47,44,4/19/2020,402.66
23,45,8/21/2019,2353.05
20,45,12/24/2020,2472.1
29,45,8/3/2018,1038.67
14,45,4/8/2018,296.31
11,45,6/3/2019,773.96
25,45,2/26/2019,1851.8
44,45,10/24/2018,477.88
49,45,3/13/2020,553.66
49,45,3/11/2018,1844.92
24,45,5/4/2019,930.73
39,45,6/15/2018,79.79
17,46,10/5/2018,1924.38
18,46,1/14/2019,2353.26
13,46,7/18/2020,1040.5
44,46,3/4/2019,200.26
35,46,8/26/2019,1187.87
35,46,12/21/2018,1721.69
1,46,5/12/2020,984.01
2,46,11/29/2020,1879.15
43,46,1/2/2018,573.98
4,46,5/9/2020,1893.09
24,46,7/21/2019,1389.59
8,46,1/8/2020,868.83
40,46,1/30/2018,1429.75
9,46,1/19/2020,1898.27
4,47,8/8/2020,499.86
22,47,8/26/2019,361.52
6,47,3/30/2018,1054.43
31,47,1/11/2018,1169.06
19,47,10/9/2020,885.01
16,47,5/25/2019,1254.11
5,47,6/5/2019,987.03
13,47,5/24/2020,599.08
45,47,2/3/2018,1921.88
19,47,12/18/2019,2264.15
50,47,8/30/2019,770.35
9,47,3/29/2019,1247.41
14,47,2/2/2021,2196.14
43,48,6/8/2020,2337.87
17,48,1/24/2020,2346.96
32,48,12/3/2020,1406.58
43,48,9/3/2020,1376.68
34,48,10/8/2020,2114.22
4,48,12/16/2019,2153.01
6,48,2/22/2019,432.77
14,48,5/26/2020,1867.87
39,48,3/2/2018,1637.21
34,48,5/21/2018,938.05
17,48,7/19/2020,303.09
42,48,11/1/2018,1584.56
47,48,1/22/2020,2147.69
4,48,11/20/2019,2247.48
47,49,11/17/2020,1302.99
50,49,8/9/2020,2053.03
19,49,7/28/2019,384.91
39,49,3/21/2020,1041.18
18,49,5/30/2020,2400.75
4,49,3/11/2018,564.8
24,49,5/27/2019,397.33
24,49,1/8/2018,519.31
24,49,11/11/2019,1397.69
28,49,1/25/2021,176.04
46,49,12/20/2019,1795.57
35,49,1/14/2019,2101.24
6,49,5/16/2020,1770.99
23,49,12/15/2018,1904.87
8,49,1/4/2021,1019.05
5,49,5/8/2020,2320.6
6,50,10/30/2019,1977.38
33,50,3/20/2018,2109.99
9,50,1/4/2021,267.28
11,50,2/7/2018,989.47
47,50,10/3/2019,110.64
17,50,3/18/2019,2096.14
49,50,1/19/2021,2291.35
35,50,8/22/2020,90.83
27,50,2/29/2020,2407.86
43,51,12/31/2019,890.38
8,51,4/19/2020,615.51
10,51,1/31/2021,615.76
18,51,11/9/2020,2389.02
43,51,5/4/2020,1183.91
26,51,11/21/2018,2238.86
31,51,5/11/2020,842.1
34,51,6/16/2020,1580.23
12,51,1/21/2018,213.58
37,51,3/1/2019,2377.75
48,51,3/25/2019,1774.52
4,51,9/16/2019,1708.44
39,51,8/1/2018,1434.71
9,51,1/7/2020,485.87
40,52,8/29/2018,766.05
18,52,8/25/2019,381.16
6,52,7/7/2019,1210.64
34,52,4/4/2020,1678.54
2,52,1/21/2020,188.35
15,52,7/25/2019,367.18
23,52,2/19/2018,2457.22
8,52,2/9/2018,577.92
21,52,11/25/2020,2216.94
45,52,5/14/2019,587.79
9,52,1/2/2021,1449.16
9,52,4/30/2019,2013.69
26,52,3/21/2020,174.42
50,52,3/5/2018,395.23
6,52,7/16/2019,1774.27
9,52,9/27/2018,798.13
35,52,10/26/2019,2203.86
41,53,4/6/2018,1712.06
13,53,8/22/2020,1099.74
22,53,2/3/2020,75.3
20,53,12/20/2018,1061.48
5,53,3/29/2020,358.05
33,53,11/20/2018,1114.84
1,53,9/25/2020,273
35,53,4/2/2020,1320.43
40,53,9/1/2019,1219.57
43,53,4/6/2020,1476.69
33,53,3/4/2019,1528.16
32,54,1/4/2018,151.35
8,54,10/27/2018,409.64
8,54,3/8/2019,748.45
13,54,1/6/2019,1806.87
43,54,5/5/2020,626.52
11,54,9/11/2020,2237.47
28,54,1/20/2021,1931.9
16,54,1/27/2018,774.27
37,54,1/26/2020,2157.22
17,54,12/11/2018,663.22
11,54,1/10/2020,712.13
45,54,4/6/2018,2005.8
21,54,9/2/2018,941.36
5,54,8/24/2019,281.33
7,54,9/17/2019,555.18
14,54,9/2/2020,2083.76
50,54,9/26/2018,1486.74
18,54,6/30/2018,1738.52
43,54,8/11/2018,1062.14
49,55,1/26/2020,2353.67
44,55,4/26/2018,2167.93
34,55,4/24/2018,1983.7
48,55,12/10/2020,490.51
18,55,7/17/2020,475.08
1,55,5/14/2019,562.12
15,55,11/28/2020,1928.78
12,55,6/8/2019,63.15
32,55,4/5/2018,1629.08
42,55,9/1/2018,966.6
18,55,8/18/2019,2400.62
19,55,12/5/2019,642.56
3,56,4/21/2018,1153.31
40,56,2/26/2020,1600.26
48,56,1/17/2018,745.27
23,56,12/2/2018,2039.33
19,56,1/7/2021,1398.28
9,56,9/27/2019,151.94
21,56,10/25/2019,2103.67
23,56,4/3/2020,1451.92
11,56,12/21/2018,1316.42
40,56,9/4/2020,2489.16
43,56,1/17/2019,1388.15
32,56,1/17/2020,258.81
24,57,3/16/2020,875.72
11,57,11/30/2018,1366.73
15,57,7/11/2020,729.73
5,57,1/5/2021,1466.36
8,57,2/1/2021,2143.94
31,57,7/21/2019,420.81
35,57,8/22/2020,1744.92
8,57,11/3/2018,1038.83
43,57,12/26/2018,1609.7
20,57,12/5/2018,1501.31
6,57,1/21/2021,2012.37
1,57,12/4/2019,2283.02
34,57,7/2/2019,2193.56
17,57,12/30/2018,769.63
19,57,10/29/2020,834.54
35,57,9/3/2020,243.99
6,57,9/13/2018,2042.48
42,58,2/10/2019,1489.15
29,58,12/18/2020,154.17
45,58,11/3/2018,1431.24
9,58,1/25/2019,1211.38
24,58,4/7/2019,836.98
40,58,1/22/2020,114.76
5,58,2/14/2020,1686.84
12,58,2/26/2020,1284.39
20,58,5/6/2019,2247.25
47,58,8/30/2019,978.8
46,58,6/21/2020,2167.65
29,59,5/29/2019,454.74
25,59,1/29/2019,1519.49
6,59,10/11/2020,1097.39
28,59,9/13/2020,582.43
2,59,8/18/2019,1848.44
12,59,4/4/2018,2041.94
20,59,4/19/2019,1848.61
37,59,4/22/2020,827.93
38,59,3/14/2018,1312.73
39,59,10/25/2018,1288.09
28,59,9/5/2020,1079.31
25,59,11/26/2019,894.99
25,59,11/16/2018,1559.75
48,59,1/19/2020,2392.94
2,59,5/29/2019,2268.68
29,60,1/1/2018,2060.33
47,60,1/26/2018,1517.72
33,60,6/15/2020,687.17
50,60,11/19/2019,90.64
45,60,4/1/2020,2340.73
45,60,1/26/2020,756.1
23,60,3/1/2020,2384.03
37,60,8/22/2020,1127.46
42,60,3/4/2020,136.49
18,60,8/30/2020,2392.85
19,60,1/9/2019,176.3
4,60,10/20/2019,2166.55
6,60,10/19/2018,2279.62
23,60,7/22/2019,1114.8
2,60,9/17/2019,697.45
28,60,2/11/2018,1950.57
11,61,7/19/2020,1174.3
14,61,10/29/2018,2321.87
25,61,11/30/2018,750.18
19,61,9/21/2018,193.75
10,61,9/1/2019,2000.13
10,61,12/9/2019,1433.36
44,61,7/12/2018,1241.18
47,61,7/7/2020,368.95
25,61,9/2/2019,2042.04
20,61,8/16/2018,1058.72
5,61,6/15/2019,274.59
33,61,12/25/2018,2041.49
6,61,4/7/2020,866.06
28,62,1/6/2018,2337.36
31,62,7/17/2020,957.28
40,62,1/28/2018,2461.52
23,62,5/14/2019,699.86
