order.id,order.line,order.date,customer.id,product.id,quantity
847,4,5/21/2013,1,84,1
847,5,5/21/2013,1,62,1
847,6,5/21/2013,1,54,1
847,7,5/21/2013,1,48,1
847,8,5/21/2013,1,68,2
847,9,5/21/2013,1,57,1
847,10,5/21/2013,1,66,1
893,1,6/20/2013,1,58,1
968,1,8/12/2013,1,60,1
968,2,8/12/2013,1,84,1
968,3,8/12/2013,1,94,1
968,4,8/12/2013,1,12,1
968,5,8/12/2013,1,59,1
968,6,8/12/2013,1,50,1
968,7,8/12/2013,1,5,1
968,8,8/12/2013,1,33,2
968,9,8/12/2013,1,88,1
968,10,8/12/2013,1,48,1
968,11,8/12/2013,1,62,1
968,12,8/12/2013,1,97,3
968,13,8/12/2013,1,93,1
968,14,8/12/2013,1,38,1
990,1,8/30/2013,1,50,1
990,2,8/30/2013,1,68,1
990,3,8/30/2013,1,69,1
990,4,8/30/2013,1,38,2
990,5,8/30/2013,1,89,1
990,6,8/30/2013,1,53,1
990,7,8/30/2013,1,76,1
990,8,8/30/2013,1,85,1
990,9,8/30/2013,1,7,1
990,10,8/30/2013,1,55,1
990,11,8/30/2013,1,11,1
990,12,8/30/2013,1,4,1
990,13,8/30/2013,1,12,1
990,14,8/30/2013,1,43,1
990,15,8/30/2013,1,73,1
990,16,8/30/2013,1,22,2
990,17,8/30/2013,1,62,1
996,1,9/4/2013,1,47,3
996,2,9/4/2013,1,54,1
996,3,9/4/2013,1,73,1
996,4,9/4/2013,1,89,1
996,5,9/4/2013,1,71,1
996,6,9/4/2013,1,25,1
996,7,9/4/2013,1,84,1
996,8,9/4/2013,1,79,1
996,9,9/4/2013,1,82,2
996,10,9/4/2013,1,58,1
996,11,9/4/2013,1,66,1
996,12,9/4/2013,1,92,7
996,13,9/4/2013,1,18,1
996,14,9/4/2013,1,49,1
996,15,9/4/2013,1,60,1
1026,1,9/27/2013,1,63,1
1026,2,9/27/2013,1,1,1
1049,1,10/15/2013,1,59,5
1049,2,10/15/2013,1,62,1
1049,3,10/15/2013,1,53,1
1049,4,10/15/2013,1,39,1
1049,5,10/15/2013,1,68,1
1049,6,10/15/2013,1,83,1
1049,7,10/15/2013,1,6,1
1049,8,10/15/2013,1,2,1
1049,9,10/15/2013,1,65,1
1049,10,10/15/2013,1,85,1
1049,11,10/15/2013,1,63,1
1049,12,10/15/2013,1,52,1
1049,13,10/15/2013,1,57,2
1049,14,10/15/2013,1,25,1
1049,15,10/15/2013,1,50,4
1049,16,10/15/2013,1,70,1
1049,17,10/15/2013,1,48,1
1049,18,10/15/2013,1,13,2
1049,19,10/15/2013,1,54,2
1049,20,10/15/2013,1,23,1
1049,21,10/15/2013,1,28,1
1049,22,10/15/2013,1,56,1
1049,23,10/15/2013,1,97,1
1049,24,10/15/2013,1,47,1
1108,1,1/7/2014,1,22,1
1108,2,1/7/2014,1,81,1
1108,3,1/7/2014,1,5,1
1108,4,1/7/2014,1,94,1
1108,5,1/7/2014,1,43,1
1108,6,1/7/2014,1,69,1
1108,7,1/7/2014,1,37,1
1108,8,1/7/2014,1,13,1
1108,9,1/7/2014,1,73,1
1108,10,1/7/2014,1,40,1
1108,11,1/7/2014,1,62,1
1108,12,1/7/2014,1,84,3
1108,13,1/7/2014,1,78,1
1108,14,1/7/2014,1,56,1
1108,15,1/7/2014,1,8,1
1108,16,1/7/2014,1,4,1
1108,17,1/7/2014,1,92,1
1108,18,1/7/2014,1,74,4
1108,19,1/7/2014,1,79,1
1108,20,1/7/2014,1,11,1
1108,21,1/7/2014,1,75,1
1108,22,1/7/2014,1,82,1
1108,23,1/7/2014,1,64,1
1108,24,1/7/2014,1,26,1
1108,25,1/7/2014,1,65,1
1108,26,1/7/2014,1,71,9
1108,27,1/7/2014,1,87,1
1108,28,1/7/2014,1,83,1
1108,29,1/7/2014,1,52,1
1108,30,1/7/2014,1,38,8
1219,1,4/25/2014,1,26,2
1220,1,4/25/2014,1,79,2
1220,2,4/25/2014,1,69,1
1345,1,7/9/2014,1,24,6
1345,2,7/9/2014,1,93,1
1345,3,7/9/2014,1,61,1
1345,4,7/9/2014,1,69,1
1345,5,7/9/2014,1,52,1
1345,6,7/9/2014,1,77,2
1345,7,7/9/2014,1,3,1
1345,8,7/9/2014,1,5,1
1345,9,7/9/2014,1,81,2
1345,10,7/9/2014,1,58,1
1345,11,7/9/2014,1,53,1
1345,12,7/9/2014,1,84,3
1413,1,9/2/2014,1,76,1
1413,2,9/2/2014,1,43,3
1413,3,9/2/2014,1,52,1
1413,4,9/2/2014,1,40,1
1413,5,9/2/2014,1,24,1
1413,6,9/2/2014,1,65,2
1413,7,9/2/2014,1,49,1
1413,8,9/2/2014,1,61,1
1413,9,9/2/2014,1,58,1
1413,10,9/2/2014,1,73,1
1413,11,9/2/2014,1,83,2
1413,12,9/2/2014,1,38,1
1413,13,9/2/2014,1,27,1
1413,14,9/2/2014,1,23,1
1413,15,9/2/2014,1,89,1
1470,1,10/16/2014,1,30,1
1470,2,10/16/2014,1,61,1
1470,3,10/16/2014,1,88,1
1470,4,10/16/2014,1,22,1
1470,5,10/16/2014,1,1,1
1470,6,10/16/2014,1,82,1
1470,7,10/16/2014,1,4,1
1470,8,10/16/2014,1,43,1
1470,9,10/16/2014,1,94,1
1470,10,10/16/2014,1,55,1
1470,11,10/16/2014,1,58,1
1505,1,12/11/2014,1,62,4
1505,2,12/11/2014,1,51,1
1505,3,12/11/2014,1,31,2
1505,4,12/11/2014,1,7,1
1505,5,12/11/2014,1,86,8
1505,6,12/11/2014,1,28,1
1505,7,12/11/2014,1,81,1
1505,8,12/11/2014,1,53,1
1505,9,12/11/2014,1,24,1
1530,1,1/27/2015,1,54,1
1530,2,1/27/2015,1,15,1
1530,3,1/27/2015,1,77,1
1530,4,1/27/2015,1,53,9
1530,5,1/27/2015,1,52,1
1530,6,1/27/2015,1,22,1
1530,7,1/27/2015,1,83,1
1530,8,1/27/2015,1,60,1
1530,9,1/27/2015,1,57,1
1530,10,1/27/2015,1,71,1
1530,11,1/27/2015,1,61,1
1530,12,1/27/2015,1,59,1
1530,13,1/27/2015,1,63,1
1530,14,1/27/2015,1,92,1
1530,15,1/27/2015,1,4,1
1530,16,1/27/2015,1,69,1
1530,17,1/27/2015,1,93,1
1530,18,1/27/2015,1,50,1
1530,19,1/27/2015,1,55,1
1530,20,1/27/2015,1,62,1
1530,21,1/27/2015,1,75,2
1530,22,1/27/2015,1,70,1
1530,23,1/27/2015,1,87,1
1530,24,1/27/2015,1,5,1
1530,25,1/27/2015,1,6,1
1530,26,1/27/2015,1,66,1
1530,27,1/27/2015,1,86,1
1530,28,1/27/2015,1,48,1
1542,1,2/10/2015,1,2,1
1542,2,2/10/2015,1,94,1
1556,1,2/17/2015,1,79,1
1793,1,6/26/2015,1,83,1
1809,1,7/8/2015,1,60,2
1809,2,7/8/2015,1,95,1
1809,3,7/8/2015,1,38,1
1809,4,7/8/2015,1,74,1
1809,5,7/8/2015,1,52,1
1809,6,7/8/2015,1,49,2
1809,7,7/8/2015,1,64,1
1809,8,7/8/2015,1,47,1
1809,9,7/8/2015,1,66,1
1809,10,7/8/2015,1,73,1
1809,11,7/8/2015,1,59,1
1809,12,7/8/2015,1,53,1
1809,13,7/8/2015,1,63,1
1809,14,7/8/2015,1,40,1
1945,1,11/6/2015,1,14,1
1,1,1/7/2011,2,48,377
1,2,1/7/2011,2,52,1
19,1,1/28/2011,2,66,2
19,2,1/28/2011,2,61,1
28,1,2/10/2011,2,47,1
28,2,2/10/2011,2,79,1
28,3,2/10/2011,2,61,1
28,4,2/10/2011,2,97,1
28,5,2/10/2011,2,66,2
28,6,2/10/2011,2,5,1
28,7,2/10/2011,2,58,1
28,8,2/10/2011,2,89,1
28,9,2/10/2011,2,7,1
28,10,2/10/2011,2,72,1
28,11,2/10/2011,2,6,1
28,12,2/10/2011,2,25,1
28,13,2/10/2011,2,75,1
28,14,2/10/2011,2,38,1
28,15,2/10/2011,2,62,1
28,16,2/10/2011,2,60,1
28,17,2/10/2011,2,52,1
28,18,2/10/2011,2,12,2
28,19,2/10/2011,2,15,1
29,1,2/11/2011,2,79,1
29,2,2/11/2011,2,69,1
29,3,2/11/2011,2,66,1
29,4,2/11/2011,2,54,1
29,5,2/11/2011,2,3,1
31,1,2/15/2011,2,65,1
31,2,2/15/2011,2,71,1
31,3,2/15/2011,2,82,1
31,4,2/15/2011,2,50,1
45,1,2/28/2011,2,27,3
45,2,2/28/2011,2,63,1
45,3,2/28/2011,2,64,1
45,4,2/28/2011,2,50,1
45,5,2/28/2011,2,54,1
45,6,2/28/2011,2,67,1
97,1,4/18/2011,2,58,1
97,2,4/18/2011,2,78,1
97,3,4/18/2011,2,44,1
97,4,4/18/2011,2,83,2
103,1,4/21/2011,2,57,1
121,1,5/4/2011,2,50,1
121,2,5/4/2011,2,71,1
121,3,5/4/2011,2,68,1
132,1,5/13/2011,2,24,1
132,2,5/13/2011,2,71,1
132,3,5/13/2011,2,67,1
132,4,5/13/2011,2,85,1
132,5,5/13/2011,2,62,1
132,6,5/13/2011,2,48,1
132,7,5/13/2011,2,91,1
132,8,5/13/2011,2,79,1
132,9,5/13/2011,2,64,1
132,10,5/13/2011,2,86,1
132,11,5/13/2011,2,50,1
132,12,5/13/2011,2,1,1
132,13,5/13/2011,2,84,1
132,14,5/13/2011,2,69,3
132,15,5/13/2011,2,59,1
132,16,5/13/2011,2,55,1
132,17,5/13/2011,2,90,6
196,1,7/12/2011,2,80,1
196,2,7/12/2011,2,79,1
211,1,7/22/2011,2,64,1
211,2,7/22/2011,2,2,1
238,1,9/2/2011,2,26,1
238,2,9/2/2011,2,96,1
238,3,9/2/2011,2,55,1
238,4,9/2/2011,2,68,1
238,5,9/2/2011,2,47,1
238,6,9/2/2011,2,43,6
238,7,9/2/2011,2,74,1
238,8,9/2/2011,2,62,1
238,9,9/2/2011,2,95,1
255,1,9/26/2011,2,65,1
255,2,9/26/2011,2,78,1
255,3,9/26/2011,2,68,1
255,4,9/26/2011,2,55,2
255,5,9/26/2011,2,61,1
255,6,9/26/2011,2,81,1
255,7,9/26/2011,2,49,2
255,8,9/26/2011,2,50,1
255,9,9/26/2011,2,89,1
255,10,9/26/2011,2,90,2
255,11,9/26/2011,2,52,3
255,12,9/26/2011,2,1,1
255,13,9/26/2011,2,7,2
255,14,9/26/2011,2,84,4
255,15,9/26/2011,2,40,1
255,16,9/26/2011,2,34,1
283,1,11/7/2011,2,92,1
291,1,11/15/2011,2,47,1
297,1,11/16/2011,2,68,1
297,2,11/16/2011,2,81,1
297,3,11/16/2011,2,58,2
297,4,11/16/2011,2,50,1
297,5,11/16/2011,2,6,1
297,6,11/16/2011,2,53,1
297,7,11/16/2011,2,47,1
297,8,11/16/2011,2,40,4
317,1,12/20/2011,2,55,1
317,2,12/20/2011,2,53,1
317,3,12/20/2011,2,76,1
317,4,12/20/2011,2,34,2
317,5,12/20/2011,2,78,1
317,6,12/20/2011,2,60,1
375,1,3/5/2012,2,72,1
375,2,3/5/2012,2,24,1
375,3,3/5/2012,2,23,1
377,1,3/6/2012,2,1,1
382,1,3/9/2012,2,79,1
382,2,3/9/2012,2,12,1
424,1,4/13/2012,2,72,1
424,2,4/13/2012,2,50,1
424,3,4/13/2012,2,53,1
424,4,4/13/2012,2,59,1
424,5,4/13/2012,2,69,1
424,6,4/13/2012,2,78,1
424,7,4/13/2012,2,64,1
424,8,4/13/2012,2,23,1
424,9,4/13/2012,2,28,1
424,10,4/13/2012,2,57,1
424,11,4/13/2012,2,83,1
424,12,4/13/2012,2,81,1
424,13,4/13/2012,2,66,1
424,14,4/13/2012,2,51,1
424,15,4/13/2012,2,58,1
424,16,4/13/2012,2,47,1
424,17,4/13/2012,2,18,1
424,18,4/13/2012,2,7,1
424,19,4/13/2012,2,79,1
424,20,4/13/2012,2,87,3
424,21,4/13/2012,2,13,3
424,22,4/13/2012,2,85,1
424,23,4/13/2012,2,77,3
438,1,4/24/2012,2,13,1
438,2,4/24/2012,2,53,1
438,3,4/24/2012,2,83,1
438,4,4/24/2012,2,61,1
438,5,4/24/2012,2,70,1
438,6,4/24/2012,2,65,1
438,7,4/24/2012,2,94,2
438,8,4/24/2012,2,43,2
438,9,4/24/2012,2,55,1
438,10,4/24/2012,2,72,4
438,11,4/24/2012,2,87,1
438,12,4/24/2012,2,24,1
438,13,4/24/2012,2,92,8
438,14,4/24/2012,2,91,1
438,15,4/24/2012,2,69,1
438,16,4/24/2012,2,22,1
438,17,4/24/2012,2,81,2
438,18,4/24/2012,2,62,1
438,19,4/24/2012,2,5,1
438,20,4/24/2012,2,2,1
438,21,4/24/2012,2,12,1
438,22,4/24/2012,2,54,1
438,23,4/24/2012,2,7,2
438,24,4/24/2012,2,39,2
438,25,4/24/2012,2,71,1
460,1,5/8/2012,2,55,2
460,2,5/8/2012,2,52,1
479,1,6/6/2012,2,72,1
479,2,6/6/2012,2,69,1
479,3,6/6/2012,2,58,1
479,4,6/6/2012,2,71,1
479,5,6/6/2012,2,52,1
479,6,6/6/2012,2,60,2
501,1,6/20/2012,2,23,1
507,1,6/26/2012,2,93,1
507,2,6/26/2012,2,48,1
507,3,6/26/2012,2,39,1
507,4,6/26/2012,2,56,1
507,5,6/26/2012,2,90,1
507,6,6/26/2012,2,22,1
507,7,6/26/2012,2,53,1
507,8,6/26/2012,2,95,1
507,9,6/26/2012,2,52,1
507,10,6/26/2012,2,67,2
507,11,6/26/2012,2,71,1
507,12,6/26/2012,2,80,1
521,1,7/10/2012,2,1,3
521,2,7/10/2012,2,13,1
521,3,7/10/2012,2,47,1
521,4,7/10/2012,2,64,1
521,5,7/10/2012,2,97,1
521,6,7/10/2012,2,27,1
528,1,7/16/2012,2,26,1
528,2,7/16/2012,2,87,1
528,3,7/16/2012,2,49,1
528,4,7/16/2012,2,80,1
528,5,7/16/2012,2,22,3
528,6,7/16/2012,2,95,1
528,7,7/16/2012,2,56,1
528,8,7/16/2012,2,47,4
528,9,7/16/2012,2,77,1
528,10,7/16/2012,2,66,1
528,11,7/16/2012,2,2,1
528,12,7/16/2012,2,65,1
528,13,7/16/2012,2,78,1
528,14,7/16/2012,2,12,1
528,15,7/16/2012,2,81,1
528,16,7/16/2012,2,25,1
528,17,7/16/2012,2,82,1
528,18,7/16/2012,2,48,1
528,19,7/16/2012,2,52,1
528,20,7/16/2012,2,74,1
528,21,7/16/2012,2,62,2
528,22,7/16/2012,2,90,1
528,23,7/16/2012,2,54,2
528,24,7/16/2012,2,53,1
528,25,7/16/2012,2,6,1
528,26,7/16/2012,2,55,1
573,1,8/29/2012,2,54,1
573,2,8/29/2012,2,83,2
573,3,8/29/2012,2,67,1
573,4,8/29/2012,2,82,1
573,5,8/29/2012,2,88,1
573,6,8/29/2012,2,84,1
573,7,8/29/2012,2,11,1
573,8,8/29/2012,2,53,1
573,9,8/29/2012,2,95,1
573,10,8/29/2012,2,75,1
573,11,8/29/2012,2,89,2
579,1,9/6/2012,2,49,1
579,2,9/6/2012,2,79,1
579,3,9/6/2012,2,70,1
579,4,9/6/2012,2,87,1
579,5,9/6/2012,2,95,1
579,6,9/6/2012,2,50,1
579,7,9/6/2012,2,52,3
580,1,9/6/2012,2,65,1
580,2,9/6/2012,2,53,1
580,3,9/6/2012,2,90,1
585,1,9/13/2012,2,43,1
585,2,9/13/2012,2,52,1
593,1,9/21/2012,2,2,2
593,2,9/21/2012,2,79,2
593,3,9/21/2012,2,93,1
593,4,9/21/2012,2,57,1
593,5,9/21/2012,2,49,1
593,6,9/21/2012,2,92,1
593,7,9/21/2012,2,43,2
597,1,9/26/2012,2,93,1
597,2,9/26/2012,2,56,1
597,3,9/26/2012,2,43,2
597,4,9/26/2012,2,83,1
597,5,9/26/2012,2,79,1
597,6,9/26/2012,2,58,3
597,7,9/26/2012,2,75,1
597,8,9/26/2012,2,28,1
597,9,9/26/2012,2,57,1
597,10,9/26/2012,2,52,1
597,11,9/26/2012,2,76,1
597,12,9/26/2012,2,87,1
597,13,9/26/2012,2,67,1
599,1,9/26/2012,2,57,1
603,1,10/3/2012,2,71,1
604,1,10/5/2012,2,47,1
637,1,11/15/2012,2,59,3
661,1,12/24/2012,2,6,1
682,1,1/18/2013,2,2,2
682,2,1/18/2013,2,53,1
690,1,2/1/2013,2,82,1
690,2,2/1/2013,2,90,1
690,3,2/1/2013,2,52,1
690,4,2/1/2013,2,60,2
690,5,2/1/2013,2,58,1
690,6,2/1/2013,2,84,1
690,7,2/1/2013,2,92,1
690,8,2/1/2013,2,55,4
691,1,2/5/2013,2,77,1
691,2,2/5/2013,2,62,1
691,3,2/5/2013,2,51,1
691,4,2/5/2013,2,53,1
691,5,2/5/2013,2,64,1
691,6,2/5/2013,2,90,3
691,7,2/5/2013,2,74,2
691,8,2/5/2013,2,60,6
691,9,2/5/2013,2,65,1
691,10,2/5/2013,2,91,1
691,11,2/5/2013,2,3,1
691,12,2/5/2013,2,93,1
691,13,2/5/2013,2,48,1
691,14,2/5/2013,2,13,1
691,15,2/5/2013,2,84,1
691,16,2/5/2013,2,16,1
691,17,2/5/2013,2,24,2
701,1,2/13/2013,2,77,1
701,2,2/13/2013,2,56,1
701,3,2/13/2013,2,78,3
702,1,2/14/2013,2,68,1
702,2,2/14/2013,2,81,1
702,3,2/14/2013,2,66,1
702,4,2/14/2013,2,48,5
702,5,2/14/2013,2,84,1
702,6,2/14/2013,2,40,1
702,7,2/14/2013,2,88,1
702,8,2/14/2013,2,55,4
702,9,2/14/2013,2,51,1
728,1,3/12/2013,2,56,1
728,2,3/12/2013,2,64,1
728,3,3/12/2013,2,65,1
728,4,3/12/2013,2,74,1
728,5,3/12/2013,2,84,1
728,6,3/12/2013,2,40,1
728,7,3/12/2013,2,51,1
728,8,3/12/2013,2,60,2
728,9,3/12/2013,2,57,1
728,10,3/12/2013,2,47,1
728,11,3/12/2013,2,26,1
728,12,3/12/2013,2,79,1
728,13,3/12/2013,2,39,1
728,14,3/12/2013,2,83,1
728,15,3/12/2013,2,77,1
728,16,3/12/2013,2,23,1
728,17,3/12/2013,2,91,1
728,18,3/12/2013,2,92,1
728,19,3/12/2013,2,48,2
728,20,3/12/2013,2,52,1
728,21,3/12/2013,2,69,1
728,22,3/12/2013,2,81,1
728,23,3/12/2013,2,68,1
728,24,3/12/2013,2,95,1
728,25,3/12/2013,2,54,1
728,26,3/12/2013,2,71,1
728,27,3/12/2013,2,53,1
728,28,3/12/2013,2,22,1
729,1,3/12/2013,2,57,1
729,2,3/12/2013,2,89,1
729,3,3/12/2013,2,52,1
729,4,3/12/2013,2,90,1
729,5,3/12/2013,2,73,1
729,6,3/12/2013,2,71,1
785,1,4/16/2013,2,90,1
785,2,4/16/2013,2,58,2
785,3,4/16/2013,2,51,1
785,4,4/16/2013,2,8,2
785,5,4/16/2013,2,59,2
785,6,4/16/2013,2,67,1
785,7,4/16/2013,2,81,1
785,8,4/16/2013,2,64,1
785,9,4/16/2013,2,73,1
785,10,4/16/2013,2,50,2
785,11,4/16/2013,2,76,1
785,12,4/16/2013,2,91,1
785,13,4/16/2013,2,63,1
785,14,4/16/2013,2,54,1
785,15,4/16/2013,2,49,1
785,16,4/16/2013,2,43,1
786,1,4/17/2013,2,93,1
786,2,4/17/2013,2,59,1
786,3,4/17/2013,2,81,1
786,4,4/17/2013,2,69,1
786,5,4/17/2013,2,50,1
801,1,4/24/2013,2,55,1
823,1,5/9/2013,2,53,2
823,2,5/9/2013,2,67,1
823,3,5/9/2013,2,54,1
823,4,5/9/2013,2,77,1
823,5,5/9/2013,2,59,1
883,1,6/13/2013,2,39,1
883,2,6/13/2013,2,24,3
883,3,6/13/2013,2,60,1
883,4,6/13/2013,2,65,1
888,1,6/18/2013,2,47,1
888,2,6/18/2013,2,54,1
888,3,6/18/2013,2,84,1
888,4,6/18/2013,2,6,4
888,5,6/18/2013,2,80,3
888,6,6/18/2013,2,59,1
888,7,6/18/2013,2,82,2
888,8,6/18/2013,2,67,1
888,9,6/18/2013,2,74,1
888,10,6/18/2013,2,4,1
888,11,6/18/2013,2,85,1
888,12,6/18/2013,2,58,1
889,1,6/18/2013,2,69,1
889,2,6/18/2013,2,4,1
889,3,6/18/2013,2,68,1
889,4,6/18/2013,2,40,1
889,5,6/18/2013,2,70,1
889,6,6/18/2013,2,87,1
889,7,6/18/2013,2,79,1
889,8,6/18/2013,2,27,1
889,9,6/18/2013,2,2,1
889,10,6/18/2013,2,74,1
889,11,6/18/2013,2,71,1
889,12,6/18/2013,2,65,1
889,13,6/18/2013,2,90,1
889,14,6/18/2013,2,53,1
889,15,6/18/2013,2,57,1
889,16,6/18/2013,2,72,1
889,17,6/18/2013,2,64,1
889,18,6/18/2013,2,85,1
896,1,6/21/2013,2,90,3
896,2,6/21/2013,2,6,1
896,3,6/21/2013,2,94,1
896,4,6/21/2013,2,49,1
912,1,6/27/2013,2,55,1
912,2,6/27/2013,2,91,1
912,3,6/27/2013,2,53,1
912,4,6/27/2013,2,96,1
926,1,7/11/2013,2,90,1
926,2,7/11/2013,2,53,1
926,3,7/11/2013,2,62,1
926,4,7/11/2013,2,4,2
926,5,7/11/2013,2,47,1
933,1,7/12/2013,2,47,2
933,2,7/12/2013,2,79,1
951,1,7/25/2013,2,84,1
951,2,7/25/2013,2,61,2
951,3,7/25/2013,2,59,1
951,4,7/25/2013,2,12,1
951,5,7/25/2013,2,80,1
951,6,7/25/2013,2,96,1
951,7,7/25/2013,2,70,1
951,8,7/25/2013,2,74,1
951,9,7/25/2013,2,82,1
951,10,7/25/2013,2,58,1
951,11,7/25/2013,2,7,1
951,12,7/25/2013,2,85,1
951,13,7/25/2013,2,3,1
951,14,7/25/2013,2,53,1
951,15,7/25/2013,2,55,1
951,16,7/25/2013,2,39,1
951,17,7/25/2013,2,5,1
951,18,7/25/2013,2,19,1
951,19,7/25/2013,2,56,1
951,20,7/25/2013,2,47,1
951,21,7/25/2013,2,54,1
951,22,7/25/2013,2,60,1
951,23,7/25/2013,2,64,1
951,24,7/25/2013,2,76,1
951,25,7/25/2013,2,2,2
951,26,7/25/2013,2,77,1
951,27,7/25/2013,2,62,1
951,28,7/25/2013,2,68,1
958,1,8/5/2013,2,73,1
958,2,8/5/2013,2,57,1
1005,1,9/6/2013,2,53,1
1005,2,9/6/2013,2,76,7
1019,1,9/17/2013,2,94,1
1019,2,9/17/2013,2,53,1
1019,3,9/17/2013,2,59,1
1019,4,9/17/2013,2,28,1
1019,5,9/17/2013,2,88,1
1019,6,9/17/2013,2,2,1
1019,7,9/17/2013,2,55,1
1019,8,9/17/2013,2,69,1
1051,1,10/16/2013,2,5,1
1058,1,10/23/2013,2,50,3
1058,2,10/23/2013,2,51,1
1058,3,10/23/2013,2,58,1
1058,4,10/23/2013,2,87,1
1066,1,11/5/2013,2,48,1
1066,2,11/5/2013,2,40,2
1066,3,11/5/2013,2,3,1
1066,4,11/5/2013,2,69,1
1066,5,11/5/2013,2,49,1
1111,1,1/14/2014,2,55,1
1111,2,1/14/2014,2,50,1
1111,3,1/14/2014,2,2,1
1132,1,2/13/2014,2,4,1
1132,2,2/13/2014,2,13,1
1132,3,2/13/2014,2,68,1
1134,1,2/14/2014,2,76,1
1134,2,2/14/2014,2,57,1
1134,3,2/14/2014,2,74,2
1134,4,2/14/2014,2,69,1
1134,5,2/14/2014,2,91,1
1134,6,2/14/2014,2,67,2
1134,7,2/14/2014,2,49,2
1134,8,2/14/2014,2,59,1
1134,9,2/14/2014,2,40,1
1134,10,2/14/2014,2,3,1
1134,11,2/14/2014,2,68,2
1134,12,2/14/2014,2,33,1
1134,13,2/14/2014,2,97,1
1134,14,2/14/2014,2,28,1
1134,15,2/14/2014,2,81,1
1134,16,2/14/2014,2,89,1
1134,17,2/14/2014,2,51,1
1134,18,2/14/2014,2,79,1
1134,19,2/14/2014,2,7,1
1134,20,2/14/2014,2,50,1
1134,21,2/14/2014,2,62,1
1134,22,2/14/2014,2,4,1
1134,23,2/14/2014,2,2,1
1134,24,2/14/2014,2,31,1
1134,25,2/14/2014,2,83,1
1134,26,2/14/2014,2,64,1
1134,27,2/14/2014,2,90,1
1134,28,2/14/2014,2,53,1
1134,29,2/14/2014,2,82,1
1134,30,2/14/2014,2,6,1
1165,1,3/14/2014,2,92,3
1173,1,3/20/2014,2,50,1
1173,2,3/20/2014,2,1,3
1186,1,4/4/2014,2,66,2
1234,1,5/9/2014,2,66,1
1234,2,5/9/2014,2,27,1
1234,3,5/9/2014,2,3,2
1234,4,5/9/2014,2,26,1
1234,5,5/9/2014,2,89,1
1234,6,5/9/2014,2,13,1
1234,7,5/9/2014,2,51,1
1261,1,5/21/2014,2,66,1
1261,2,5/21/2014,2,69,1
1261,3,5/21/2014,2,48,1
1261,4,5/21/2014,2,13,1
1261,5,5/21/2014,2,7,1
1261,6,5/21/2014,2,83,3
1261,7,5/21/2014,2,89,1
1261,8,5/21/2014,2,50,1
1261,9,5/21/2014,2,51,1
1261,10,5/21/2014,2,60,1
1261,11,5/21/2014,2,56,1
1261,12,5/21/2014,2,54,1
1261,13,5/21/2014,2,64,1
1261,14,5/21/2014,2,92,1
1261,15,5/21/2014,2,81,2
1261,16,5/21/2014,2,76,1
1261,17,5/21/2014,2,94,1
1261,18,5/21/2014,2,38,1
1261,19,5/21/2014,2,77,2
